steps,train_loss,train_acc,val_acc
31,0.3037177667987839,0.8565815324165029,0.8333333333333334
63,0.23530354920211147,0.8968565815324164,0.8722222222222222
95,0.19841510865449438,0.9184675834970529,0.8555555555555556
127,0.1947393148756917,0.9155206286836934,0.8555555555555556
159,0.1704199976326206,0.9302554027504911,0.8722222222222222
190,0.1679133144015179,0.9351669941060903,0.8666666666666667
222,0.15702401212835593,0.9361493123772101,0.8833333333333334
254,0.17490106756654375,0.9332023575638506,0.8722222222222222
286,0.16417037047196933,0.9332023575638506,0.8777777777777778
318,0.15710095815316633,0.9322200392927308,0.8666666666666667
349,0.15031795874091639,0.9381139489194499,0.8833333333333334
381,0.15525131277403334,0.9371316306483299,0.8611111111111112
413,0.1456539351602903,0.9420432220039292,0.8777777777777778
