epoch,loss,train_acc,val_acc
1,1.0954104520545307,0.5369946605644547,0.6285714285714286
2,0.7818936697405591,0.6803966437833715,0.6678571428571428
3,0.674570696077485,0.7269260106788711,0.7
4,0.6038777880728654,0.7665903890160184,0.6749999999999999
5,0.5697360236984823,0.7643020594965676,0.7
6,0.5200430518975246,0.7986270022883296,0.7107142857142857
7,0.5380856529798879,0.7810831426392068,0.6928571428571428
8,0.5038319206437839,0.8024408848207476,0.7214285714285714
9,0.4796346536944787,0.8161708619374524,0.7285714285714285
10,0.4822738097425093,0.813119755911518,0.7392857142857142
11,0.4810203662544239,0.8070175438596492,0.7428571428571429
12,0.4700772710013808,0.8108314263920672,0.7357142857142857
13,0.46170128851242415,0.8154080854309688,0.7357142857142857
14,0.47334857361176647,0.8085430968726164,0.7392857142857142
15,0.4872899421701715,0.8039664378337148,0.7464285714285714
16,0.48834238888469933,0.813119755911518,0.7178571428571429
17,0.4887516774538362,0.8123569794050344,0.7214285714285714
18,0.4572430980696558,0.8268497330282227,0.725
19,0.46479913458216743,0.8115942028985508,0.7392857142857142
20,0.4527180720885049,0.8260869565217391,0.7428571428571429
21,0.4709851464908783,0.8024408848207476,0.7285714285714285
22,0.474007387978716,0.8123569794050344,0.7392857142857142
23,0.47202634252181586,0.7993897787948132,0.7321428571428571
