steps,train_loss,train_acc,val_acc
42,0.606887399272038,0.7907662082514734,0.43333333333333335
84,0.3462578011694966,0.8585461689587426,0.8444444444444444
127,0.3060264555492195,0.8673870333988212,0.8555555555555556
169,0.29471039742758326,0.8850687622789783,0.7055555555555556
212,0.3064239204720336,0.8654223968565815,0.75
254,0.25757094263327845,0.8831041257367387,0.8833333333333334
296,0.22143384208262318,0.9017681728880157,0.9
339,0.2314934122919568,0.8978388998035363,0.9111111111111111
381,0.2345500889953321,0.9007858546168959,0.9166666666666667
424,0.24625037651516365,0.8978388998035363,0.9277777777777778
466,0.20455412721821273,0.9135559921414538,0.9166666666666667
509,0.2117876325585753,0.9155206286836934,0.9222222222222223
551,0.22800240302659674,0.9017681728880157,0.9111111111111111
593,0.19748388842655773,0.9076620825147347,0.9222222222222223
636,0.21742473072820656,0.9096267190569743,0.9166666666666667
678,0.2117941722068899,0.9155206286836934,0.9166666666666667
