steps,train_loss,train_acc,val_acc
127,19.426468032984932,0.5717092337917485,0.5666666666666667
254,2.3642256444938523,0.5776031434184675,0.5666666666666667
381,2.014831870618644,0.5658153241650294,0.5722222222222223
509,1.689476476905388,0.5658153241650294,0.5722222222222223
636,1.423580155157153,0.5569744597249509,0.5444444444444445
763,0.9472723385439875,0.56188605108055,0.5666666666666667
890,0.8851428534286664,0.5638506876227898,0.5388888888888889
1018,0.905194111797805,0.5599214145383103,0.5777777777777778
1145,0.8569999771642779,0.56286836935167,0.5833333333333334
1272,0.8869330496591294,0.5520628683693516,0.5611111111111111
1399,0.8194479336614459,0.5599214145383103,0.55
1527,0.8907627348581325,0.5609037328094302,0.5611111111111111
1654,0.8730248245602741,0.5540275049115914,0.5666666666666667
1781,0.8808519076738939,0.5530451866404714,0.55
1908,0.8982367594021945,0.5491159135559921,0.5611111111111111
2036,0.8488289997245099,0.5589390962671905,0.5888888888888889
2163,0.8711615381634306,0.5510805500982318,0.5722222222222223
2290,0.9123442471612881,0.56188605108055,0.5722222222222223
2417,0.8442528554639086,0.5579567779960707,0.5611111111111111
2545,0.8662423209848947,0.5520628683693516,0.55
2672,0.8561160426242881,0.5500982318271119,0.5722222222222223
2799,0.8487830430210691,0.5648330058939096,0.5555555555555556
2926,0.9000908401017105,0.5461689587426326,0.5611111111111111
