steps,train_loss,train_acc,val_acc
508,1.0445837187438822,0.5958702064896756,0.7403314917127072
1017,0.8082269127155592,0.6715830875122911,0.6519337016574586
1525,0.7721300346661458,0.6843657817109144,0.723756906077348
2034,0.6288759168622065,0.7482792527040315,0.7403314917127072
2542,0.6194672198891054,0.7581120943952803,0.729281767955801
3051,0.595396706664105,0.7699115044247788,0.7513812154696132
3559,0.5698263996821941,0.7699115044247788,0.7458563535911602
4068,0.6050711409532215,0.7581120943952803,0.7458563535911602
4576,0.5924517188803636,0.767944936086529,0.7513812154696132
5085,0.6037734700046341,0.7551622418879056,0.7348066298342542
5593,0.5876423296909651,0.7659783677482793,0.7403314917127072
6102,0.5888482526809182,0.7708947885939037,0.7458563535911602
6610,0.5911580349374544,0.7600786627335301,0.7458563535911602
