steps,train_loss,train_acc,val_acc
127,0.6562422530355997,0.6552062868369352,0.7277777777777779
254,0.5869420979955108,0.7416502946954813,0.7055555555555556
381,0.5279738727393459,0.818271119842829,0.75
509,0.48531388276218196,0.818271119842829,0.788888888888889
636,0.45581947726678756,0.8320235756385068,0.8222222222222223
763,0.43525416935356753,0.8447937131630647,0.8111111111111111
890,0.41628827034607385,0.8506876227897838,0.8277777777777778
1018,0.40503260721626355,0.8506876227897838,0.8555555555555556
1145,0.37829039829887434,0.8605108055009822,0.7833333333333333
1272,0.3662646207921866,0.8575638506876228,0.8444444444444444
1399,0.35876695908357215,0.8605108055009822,0.8444444444444444
1527,0.36290811590689337,0.8654223968565815,0.8333333333333334
1654,0.3717999578341988,0.8506876227897838,0.8555555555555556
1781,0.3596463120288137,0.849705304518664,0.8277777777777778
1908,0.36728710146924604,0.8555992141453831,0.8444444444444444
