steps,train_loss,train_acc,val_acc
254,0.89134597063299,0.6312684365781711,0.7513812154696132
508,0.7236974271583932,0.728613569321534,0.7790055248618785
762,0.6860383534501787,0.7482792527040315,0.7790055248618785
1017,0.6189610251283224,0.7453294001966568,0.8397790055248618
1271,0.5609950379870517,0.7797443461160276,0.8453038674033149
1525,0.5288673201493458,0.8033431661750247,0.8011049723756906
1779,0.5387914659585455,0.8062930186823992,0.8287292817679558
2034,0.4701921805050755,0.8121927236971486,0.8342541436464088
2288,0.4484871375642812,0.8269419862340217,0.8397790055248618
2542,0.4367613649415173,0.8357915437561456,0.8287292817679558
2796,0.47142110578898955,0.8180924287118978,0.8453038674033149
3051,0.44114862887908574,0.8328416912487709,0.8287292817679558
