steps,train_loss,train_acc,val_acc
21,0.5966351595515118,0.680746561886051,0.7111111111111111
42,0.3752448565540707,0.8487229862475442,0.7388888888888889
63,0.28911117029564787,0.8742632612966601,0.788888888888889
84,0.23641893138819922,0.9086444007858545,0.7944444444444445
106,0.2469678326767882,0.8998035363457759,0.8222222222222223
127,0.22697944778121992,0.9047151277013752,0.8388888888888889
148,0.21433807168821922,0.9076620825147347,0.8333333333333334
169,0.2005917031193529,0.9214145383104125,0.8666666666666667
190,0.18666080808475585,0.9223968565815324,0.8777777777777778
212,0.20162998295017684,0.9106090373280943,0.8777777777777778
233,0.173899488154001,0.9302554027504911,0.8777777777777778
254,0.20345914035976986,0.9135559921414538,0.8722222222222222
275,0.17291365025202746,0.9341846758349704,0.8611111111111112
296,0.16855560155303634,0.9371316306483299,0.8611111111111112
318,0.17517576110503527,0.931237721021611,0.8777777777777778
