steps,train_loss,train_acc,val_acc
127,1.1993719461276,0.5575221238938053,0.5580110497237569
254,1.0970311176577618,0.568338249754179,0.5524861878453038
381,1.0526354775902327,0.568338249754179,0.5580110497237569
508,1.021102600979125,0.568338249754179,0.5580110497237569
635,1.0064957334111457,0.5722713864306785,0.5580110497237569
762,1.0006686905023505,0.5712881022615536,0.5580110497237569
889,0.9950237700838372,0.5693215339233039,0.5580110497237569
1017,0.9858931785956714,0.5722713864306785,0.569060773480663
1144,0.990880140688567,0.5732546705998034,0.56353591160221
1271,0.9926979630277103,0.5703048180924287,0.56353591160221
1398,0.9868249642344937,0.568338249754179,0.5580110497237569
1525,0.9978028119137857,0.5752212389380531,0.5580110497237569
1652,0.9882024870040729,0.5742379547689282,0.5580110497237569
1779,0.9969336050567139,0.576204523107178,0.56353591160221
1906,0.9908149814418167,0.5722713864306785,0.56353591160221
