epoch,loss,train_acc,val_acc
1,0.684996766762601,0.7263888888888889,0.8456591639871383
2,0.582820586880876,0.7534722222222222,0.7942122186495176
3,0.5356171759880252,0.7784722222222222,0.8520900321543409
4,0.4595096102191342,0.8020833333333334,0.7909967845659164
5,0.42491945595377023,0.8104166666666667,0.864951768488746
6,0.44998010943333305,0.788888888888889,0.8327974276527331
7,0.4030706579486529,0.8284722222222223,0.8392282958199356
8,0.3511551486949126,0.8395833333333333,0.8585209003215434
9,0.3644151412364509,0.8340277777777778,0.8167202572347266
10,0.32111070888737836,0.8604166666666667,0.8392282958199356
11,0.333799120121532,0.8506944444444445,0.8520900321543409
12,0.33538702378670376,0.8479166666666667,0.842443729903537
13,0.31256092118306295,0.8708333333333333,0.842443729903537
14,0.347736985857288,0.8458333333333333,0.8520900321543409
15,0.3043005448455612,0.8694444444444445,0.8520900321543409
16,0.3352787776125802,0.85,0.8488745980707395
17,0.3207745633605454,0.8534722222222223,0.8488745980707395
18,0.30562624209043054,0.8659722222222223,0.8392282958199356
19,0.31671769689354634,0.8638888888888889,0.8585209003215434
20,0.31377003524038527,0.8694444444444445,0.8520900321543409
21,0.3067706343407432,0.8743055555555556,0.8617363344051446
22,0.30093630515038966,0.8715277777777778,0.8392282958199356
23,0.30184006879313124,0.8701388888888889,0.8520900321543409
24,0.31533208234856525,0.8625,0.8456591639871383
