steps,train_loss,train_acc,val_acc
254,0.5512998886625987,0.7721021611001964,0.8388888888888889
509,0.42504327268520836,0.8330058939096266,0.9
763,0.39807295925139446,0.8320235756385068,0.8722222222222222
1018,0.36842293094675294,0.8418467583497052,0.9
1272,0.3405451187918837,0.8605108055009822,0.9055555555555556
1527,0.3228304882063613,0.8722986247544203,0.9166666666666667
1781,0.2897676295346502,0.8889980353634577,0.9111111111111111
2036,0.31280806965115965,0.8693516699410608,0.9166666666666667
2290,0.30165302487042656,0.8722986247544203,0.9111111111111111
2545,0.28620185561053646,0.8791748526522593,0.9222222222222223
2799,0.27502150634534234,0.8840864440078585,0.9166666666666667
3054,0.2937911273454168,0.8722986247544203,0.9166666666666667
3308,0.27550335471428683,0.8831041257367387,0.9166666666666667
3563,0.26236119684863884,0.8968565815324164,0.9222222222222223
3817,0.2977997493767317,0.8752455795677799,0.9111111111111111
4072,0.2953708873282247,0.8752455795677799,0.9222222222222223
4326,0.2837140862857429,0.8791748526522593,0.9166666666666667
