steps,train_loss,train_acc,val_acc
254,0.5095218181727209,0.7593320235756384,0.8388888888888889
509,0.42354968693729467,0.8271119842829076,0.9277777777777778
763,0.43259209479353516,0.8261296660117877,0.9166666666666667
1018,0.4260277049890436,0.8212180746561886,0.9111111111111111
1272,0.35179363747359726,0.8506876227897838,0.9277777777777778
1527,0.25701578895329025,0.8958742632612966,0.9277777777777778
1781,0.2619271796848076,0.8988212180746561,0.9277777777777778
2036,0.25301561743196666,0.8919449901768173,0.9333333333333333
2290,0.273313853970211,0.8693516699410608,0.9222222222222223
2545,0.2489843261967942,0.8978388998035363,0.9222222222222223
2799,0.2454031089609873,0.8880157170923378,0.9333333333333333
3054,0.2578804964283829,0.8889980353634577,0.9277777777777778
3308,0.25155828480402004,0.9017681728880157,0.9388888888888889
3563,0.25260866578295094,0.8929273084479371,0.9333333333333333
3817,0.2301613003718127,0.9027504911591355,0.9277777777777778
4072,0.2399025230662996,0.8939096267190569,0.9333333333333333
4326,0.26795572089305797,0.8948919449901768,0.9277777777777778
4581,0.2626440566625951,0.8889980353634577,0.9333333333333333
4835,0.26134802093674486,0.8821218074656187,0.9333333333333333
5090,0.24912414765662436,0.8948919449901768,0.9277777777777778
