steps,train_loss,train_acc,val_acc
21,0.6242801974470816,0.6404715127701375,0.7166666666666667
42,0.41627321882660123,0.8555992141453831,0.7833333333333333
63,0.3359307346971658,0.8722986247544203,0.85
84,0.3064006810572386,0.8772102161100196,0.8777777777777778
106,0.2757150589951363,0.887033398821218,0.8777777777777778
127,0.2515264531718256,0.8929273084479371,0.888888888888889
148,0.25713288807447393,0.8919449901768173,0.888888888888889
169,0.23782139231975982,0.9076620825147347,0.9
190,0.2354599397871021,0.9037328094302554,0.8944444444444445
212,0.21351075342221437,0.9076620825147347,0.9055555555555556
233,0.2131486104138942,0.9165029469548133,0.9055555555555556
254,0.22711115179689553,0.9106090373280943,0.9055555555555556
275,0.22110068189137577,0.9076620825147347,0.9055555555555556
296,0.204149814567772,0.9214145383104125,0.9111111111111111
318,0.20913749491184774,0.912573673870334,0.9055555555555556
339,0.21770431426278736,0.9165029469548133,0.9111111111111111
360,0.20765696749940135,0.924361493123772,0.9222222222222223
381,0.2257099350391062,0.9086444007858545,0.9166666666666667
402,0.1938760421716394,0.9135559921414538,0.9111111111111111
424,0.20054309620487198,0.9135559921414538,0.9111111111111111
445,0.20154906433141537,0.9145383104125736,0.9111111111111111
466,0.21487587784034565,0.9184675834970529,0.9166666666666667
487,0.2091608336433212,0.912573673870334,0.9055555555555556
