steps,train_loss,train_acc,val_acc
508,0.9191281264510478,0.6597836774827925,0.7569060773480663
1017,0.7260353933276211,0.7109144542772862,0.7734806629834254
1525,0.6359159370908108,0.752212389380531,0.7348066298342542
2034,0.625397579039327,0.744346116027532,0.8176795580110496
2542,0.5789666056281346,0.7748279252704032,0.7845303867403315
3051,0.53379631300357,0.7944936086529008,0.7679558011049723
3559,0.455155841720491,0.8249754178957719,0.7734806629834254
4068,0.44233572834712565,0.8348082595870207,0.7955801104972375
4576,0.4142015758634434,0.8377581120943953,0.7513812154696132
5085,0.4216441185073515,0.8357915437561456,0.7900552486187845
5593,0.4191223439799884,0.8387413962635202,0.7734806629834254
