steps,train_loss,train_acc,val_acc
508,1.1617546375756653,0.5565388397246804,0.6850828729281768
1017,0.9610287090552826,0.6145526057030483,0.569060773480663
1525,0.9107119293925567,0.6470009832841692,0.6022099447513812
2034,0.7821506111202221,0.6892822025565388,0.5966850828729282
2542,0.7372560249082927,0.6991150442477877,0.6740331491712707
3051,0.6525488368646702,0.7374631268436579,0.6906077348066298
3559,0.6445332978327366,0.7561455260570306,0.712707182320442
4068,0.6569064445317436,0.7384464110127827,0.6795580110497237
4576,0.6178841265605263,0.7581120943952803,0.7348066298342542
5085,0.6098209479448249,0.7590953785644051,0.6574585635359116
5593,0.6170273026416669,0.7384464110127827,0.6298342541436464
6102,0.5981598854533808,0.7758112094395281,0.6298342541436464
6610,0.5758495305608976,0.7659783677482793,0.6629834254143646
7119,0.5879597015671556,0.7649950835791545,0.6906077348066298
7627,0.5809108413895089,0.7669616519174042,0.712707182320442
8136,0.5721612716846409,0.7708947885939037,0.6187845303867403
