steps,train_loss,train_acc,val_acc
127,0.6329853911765198,0.643418467583497,0.7444444444444445
254,0.5355783986670564,0.7789783889980353,0.8277777777777778
381,0.4714717971552566,0.8133595284872298,0.8166666666666667
509,0.4243648154093849,0.8428290766208251,0.8444444444444444
636,0.38472374565240675,0.8487229862475442,0.7777777777777778
763,0.3752383251906847,0.8457760314341846,0.8
890,0.3486403103310373,0.8624754420432219,0.85
1018,0.3650695103090732,0.8457760314341846,0.8722222222222222
1145,0.3362583888068883,0.8644400785854617,0.8055555555555556
1272,0.3571583263297915,0.8467583497053045,0.8555555555555556
1399,0.3481547624341163,0.8693516699410608,0.8277777777777778
1527,0.36796349439264986,0.8536345776031433,0.8055555555555556
1654,0.34857148330197585,0.8477406679764243,0.8277777777777778
1781,0.3529431325747597,0.8467583497053045,0.8055555555555556
1908,0.333327191986129,0.8644400785854617,0.8
