steps,train_loss,train_acc,val_acc
21,0.5315501795302205,0.7229862475442043,0.8388888888888889
42,0.29483226427629095,0.8860510805500982,0.8555555555555556
63,0.26069656143254055,0.8939096267190569,0.8055555555555556
84,0.22282315997044558,0.9066797642436148,0.8611111111111112
106,0.24074922215142278,0.8988212180746561,0.8611111111111112
127,0.25625704310849046,0.8889980353634577,0.8611111111111112
148,0.20609119224173617,0.9174852652259331,0.8777777777777778
169,0.18859098245680683,0.9292730844793713,0.888888888888889
190,0.18902420008112264,0.9253438113948919,0.8833333333333334
212,0.19935827090428715,0.9165029469548133,0.8944444444444445
233,0.19022672806366955,0.9263261296660117,0.8666666666666667
254,0.1892489777157021,0.9282907662082515,0.888888888888889
275,0.19247914496479895,0.9184675834970529,0.8833333333333334
296,0.19221591715259964,0.9282907662082515,0.8611111111111112
318,0.20596468884841868,0.9214145383104125,0.8777777777777778
339,0.17075866510568294,0.9390962671905697,0.8722222222222222
