steps,train_loss,train_acc,val_acc
1018,0.8380051740318947,0.5353634577603144,0.43333333333333335
2036,0.7177549882522969,0.5333988212180746,0.5388888888888889
3054,0.7122860524239849,0.5510805500982318,0.5666666666666667
4072,0.7024838836581861,0.5491159135559921,0.5333333333333333
5090,0.6912221487296822,0.5569744597249509,0.43333333333333335
6108,0.688296870246149,0.5530451866404714,0.7166666666666667
7126,0.6838987707389127,0.5677799607072691,0.7055555555555556
8144,0.68337779566792,0.5667976424361493,0.6833333333333333
9162,0.6814539704201029,0.5677799607072691,0.6944444444444444
10180,0.6816743133344444,0.5677799607072691,0.6277777777777778
11198,0.682021571692877,0.5677799607072691,0.6722222222222223
12216,0.680948901445786,0.5677799607072691,0.6333333333333333
13234,0.6811188113947045,0.5667976424361493,0.5777777777777778
