steps,train_loss,train_acc,val_acc
127,0.9608157956377478,0.6096361848574239,0.6408839779005524
254,0.7355270413874173,0.7207472959685349,0.6906077348066298
381,0.63690581270141,0.7600786627335301,0.7403314917127072
508,0.6064764631650207,0.7620452310717798,0.6685082872928176
635,0.5792400588445372,0.7826941986234022,0.6353591160220994
762,0.5314291136571908,0.7944936086529008,0.7734806629834254
889,0.517022138617149,0.7915437561455261,0.7679558011049723
1017,0.5016245240658785,0.8151425762045231,0.7569060773480663
1144,0.502784574160768,0.8121927236971486,0.723756906077348
1271,0.4977358490550999,0.8013765978367748,0.7458563535911602
1398,0.48006244430148143,0.817109144542773,0.7458563535911602
1525,0.538199571381628,0.7994100294985251,0.7679558011049723
1652,0.481337681632478,0.8112094395280236,0.7569060773480663
