steps,train_loss,train_acc,val_acc
254,0.5986856232399088,0.7534381139489194,0.7777777777777778
509,0.46968011610751537,0.7858546168958742,0.7333333333333334
763,0.4499271255286597,0.8015717092337917,0.6722222222222223
1018,0.4295682725597224,0.8074656188605107,0.8111111111111111
1272,0.39152630812292716,0.8428290766208251,0.7277777777777779
1527,0.39940753178067195,0.8241650294695481,0.8055555555555556
1781,0.3729776858053882,0.8487229862475442,0.7611111111111112
2036,0.3402764498016455,0.8536345776031433,0.8055555555555556
2290,0.3181220622978417,0.8732809430255402,0.8111111111111111
2545,0.36128176224723546,0.8438113948919449,0.8166666666666667
2799,0.3432465228736986,0.8487229862475442,0.8555555555555556
3054,0.3427252688377452,0.8487229862475442,0.788888888888889
3308,0.3495869135048628,0.8438113948919449,0.8277777777777778
3563,0.368159260520298,0.8398821218074656,0.8444444444444444
3817,0.35889494946054484,0.8398821218074656,0.8333333333333334
4072,0.32359100117079165,0.8634577603143417,0.8611111111111112
4326,0.3331216539170278,0.8575638506876228,0.8277777777777778
4581,0.3250260851355105,0.8546168958742631,0.8333333333333334
4835,0.3229736693949971,0.8575638506876228,0.8055555555555556
5090,0.3594544902297509,0.8506876227897838,0.8166666666666667
5344,0.31858898833950283,0.8614931237721021,0.8
5599,0.34460828975867663,0.849705304518664,0.8555555555555556
5853,0.33136282992971905,0.8634577603143417,0.8388888888888889
