steps,train_loss,train_acc,val_acc
127,0.724926401917733,0.6483300589390962,0.8333333333333334
254,0.400556517139165,0.8654223968565815,0.8555555555555556
381,0.3703716954102919,0.8752455795677799,0.8555555555555556
509,0.31267606720240504,0.8860510805500982,0.8611111111111112
636,0.2990970258511354,0.887033398821218,0.8722222222222222
763,0.3096827071284498,0.8762278978388998,0.9
890,0.26376233113772274,0.9007858546168959,0.9055555555555556
1018,0.27773033536253366,0.8880157170923378,0.9
1145,0.2270977848990727,0.9047151277013752,0.9055555555555556
1272,0.22231851251748316,0.9223968565815324,0.9111111111111111
1399,0.22140728923801356,0.9273084479371315,0.9111111111111111
1527,0.21514026050717516,0.9145383104125736,0.9111111111111111
1654,0.22877967960708034,0.9096267190569743,0.9166666666666667
1781,0.20522046080389753,0.9194499017681729,0.9277777777777778
1908,0.22361780184893804,0.9174852652259331,0.9166666666666667
2036,0.21661018212792446,0.9174852652259331,0.9111111111111111
2163,0.2190412889529305,0.9204322200392927,0.9111111111111111
2290,0.2054486750151179,0.9322200392927308,0.9111111111111111
2417,0.2231857741511407,0.9106090373280943,0.9222222222222223
2545,0.19364593592280255,0.9253438113948919,0.9111111111111111
2672,0.19817988659403413,0.9302554027504911,0.9166666666666667
